photo_filename,crop_filename,detection_index,confidence,class_name,x1,y1,x2,y2
image69.jpg,image69__det01__Tag_0.887.jpg,1,0.8871,Tag,101,81,373,371
image70.jpg,image70__det01__Tag_0.871.jpg,1,0.8706,Tag,126,17,462,367
image71.jpg,image71__det01__Tag_0.850.jpg,1,0.8495,Tag,193,145,482,450
image72.jpg,image72__det01__Tag_0.926.jpg,1,0.9261,Tag,164,218,401,467
image73.jpg,image73__det01__Tag_0.912.jpg,1,0.9120,Tag,104,27,456,390
image74.jpg,image74__det01__Tag_0.867.jpg,1,0.8667,Tag,115,181,450,527
image75.jpg,image75__det01__Tag_0.886.jpg,1,0.8859,Tag,129,199,474,561
image76.jpg,image76__det01__Tag_0.908.jpg,1,0.9080,Tag,267,83,541,366
image77.jpg,image77__det01__Tag_0.849.jpg,1,0.8493,Tag,96,209,378,502
image78.jpg,image78__det01__Tag_0.836.jpg,1,0.8357,Tag,157,45,460,359
image79.jpg,image79__det01__Tag_0.810.jpg,1,0.8104,Tag,243,74,554,392
image80.jpg,image80__det01__Tag_0.878.jpg,1,0.8782,Tag,127,248,446,580
image81.jpg,image81__det01__Tag_0.917.jpg,1,0.9170,Tag,244,162,539,467
image82.jpg,image82__det01__Tag_0.844.jpg,1,0.8439,Tag,183,11,531,371
image83.jpg,image83__det01__Tag_0.884.jpg,1,0.8840,Tag,80,170,433,539
image84.jpg,image84__det01__Tag_0.946.jpg,1,0.9463,Tag,193,199,466,492
image85.jpg,image85__det01__Tag_0.934.jpg,1,0.9338,Tag,223,213,473,486
image86.jpg,image86__det01__Tag_0.907.jpg,1,0.9074,Tag,114,0,475,371
image87.jpg,image87__det01__Tag_0.955.jpg,1,0.9546,Tag,93,223,476,620
image88.jpg,image88__det01__Tag_0.960.jpg,1,0.9598,Tag,200,190,578,585
image89.jpg,image89__det01__Tag_0.964.jpg,1,0.9638,Tag,69,0,500,427
image90.jpg,image90__det01__Tag_0.951.jpg,1,0.9509,Tag,69,0,588,527
image91.jpg,image91__det01__Tag_0.896.jpg,1,0.8962,Tag,105,5,591,519
image92.jpg,image92__det01__Tag_0.951.jpg,1,0.9509,Tag,59,3,556,492
image93.jpg,image93__det01__Tag_0.922.jpg,1,0.9219,Tag,107,113,456,487
image94.jpg,image94__det01__Tag_0.956.jpg,1,0.9561,Tag,186,6,555,377
image95.jpg,image95__det01__Tag_0.953.jpg,1,0.9531,Tag,87,129,546,616
image96.jpg,image96__det01__Tag_0.968.jpg,1,0.9679,Tag,73,142,492,582
image97.jpg,image97__det01__Tag_0.912.jpg,1,0.9122,Tag,115,112,519,541
image98.jpg,image98__det01__Tag_0.908.jpg,1,0.9078,Tag,189,150,460,441
image99.jpg,image99__det01__Tag_0.917.jpg,1,0.9173,Tag,109,4,388,301
image100.jpg,image100__det01__Tag_0.959.jpg,1,0.9588,Tag,85,25,588,556
image101.jpg,image101__det01__Tag_0.895.jpg,1,0.8953,Tag,192,144,540,502
image102.jpg,image102__det01__Tag_0.863.jpg,1,0.8628,Tag,275,218,557,524
image103.jpg,image103__det01__Tag_0.917.jpg,1,0.9170,Tag,183,13,459,294
image104.jpg,image104__det01__Tag_0.881.jpg,1,0.8812,Tag,158,255,434,559
image105.jpg,image105__det01__Tag_0.947.jpg,1,0.9468,Tag,201,222,575,625
image106.jpg,image106__det01__Tag_0.957.jpg,1,0.9567,Tag,61,2,436,387
image107.jpg,image107__det01__Tag_0.948.jpg,1,0.9484,Tag,65,195,443,593
image108.jpg,image108__det01__Tag_0.877.jpg,1,0.8769,Tag,98,52,431,411
image109.jpg,image109__det01__Tag_0.954.jpg,1,0.9537,Tag,69,65,466,486
image110.jpg,image110__det01__Tag_0.941.jpg,1,0.9408,Tag,156,95,576,530
image111.jpg,image111__det01__Tag_0.929.jpg,1,0.9293,Tag,116,0,512,418
image112.jpg,image112__det01__Tag_0.960.jpg,1,0.9600,Tag,60,189,473,624
image113.jpg,image113__det01__Tag_0.901.jpg,1,0.9013,Tag,161,80,477,405
image114.jpg,image114__det01__Tag_0.950.jpg,1,0.9503,Tag,103,52,536,499
image115.jpg,image115__det01__Tag_0.972.jpg,1,0.9723,Tag,97,127,553,607
image116.jpg,image116__det01__Tag_0.944.jpg,1,0.9443,Tag,98,2,548,481
image117.jpg,image117__det01__Tag_0.981.jpg,1,0.9809,Tag,134,31,583,495
image118.jpg,image118__det01__Tag_0.975.jpg,1,0.9752,Tag,63,145,507,616
image119.jpg,image119__det01__Tag_0.885.jpg,1,0.8853,Tag,142,218,460,553
image120.jpg,image120__det01__Tag_0.883.jpg,1,0.8831,Tag,167,72,484,402
image121.jpg,image121__det01__Tag_0.860.jpg,1,0.8604,Tag,71,93,398,434
image122.jpg,image122__det01__Tag_0.898.jpg,1,0.8983,Tag,247,95,589,447
image123.jpg,image123__det01__Tag_0.835.jpg,1,0.8345,Tag,242,212,602,591
image124.jpg,image124__det01__Tag_0.896.jpg,1,0.8956,Tag,146,0,497,338
image125.jpg,image125__det01__Tag_0.948.jpg,1,0.9484,Tag,71,65,558,584
image126.jpg,image126__det01__Tag_0.884.jpg,1,0.8836,Tag,185,146,450,426
image127.jpg,image127__det01__Tag_0.898.jpg,1,0.8982,Tag,74,84,342,370
image128.jpg,image128__det01__Tag_0.938.jpg,1,0.9382,Tag,214,112,501,408
image129.jpg,image129__det01__Tag_0.884.jpg,1,0.8845,Tag,260,239,578,571
image130.jpg,image130__det01__Tag_0.880.jpg,1,0.8802,Tag,234,39,543,356
image131.jpg,image131__det01__Tag_0.888.jpg,1,0.8875,Tag,76,220,396,558
image132.jpg,image132__det01__Tag_0.882.jpg,1,0.8817,Tag,160,52,486,393
image133.jpg,image133__det01__Tag_0.911.jpg,1,0.9109,Tag,185,221,432,479
image134.jpg,image134__det01__Tag_0.880.jpg,1,0.8798,Tag,117,195,361,453
image135.jpg,image135__det01__Tag_0.899.jpg,1,0.8986,Tag,166,133,420,402
image136.jpg,image136__det01__Tag_0.904.jpg,1,0.9043,Tag,155,276,433,567
image137.jpg,image137__det01__Tag_0.923.jpg,1,0.9225,Tag,250,273,531,570
image138.jpg,image138__det01__Tag_0.955.jpg,1,0.9550,Tag,73,0,533,464
image139.jpg,image139__det01__Tag_0.954.jpg,1,0.9544,Tag,71,28,532,528
image140.jpg,image140__det01__Tag_0.962.jpg,1,0.9619,Tag,52,18,518,528
image141.jpg,image141__det01__Tag_0.946.jpg,1,0.9460,Tag,109,12,580,527
image142.jpg,image142__det01__Tag_0.917.jpg,1,0.9174,Tag,124,11,528,465
image143.jpg,image143__det01__Tag_0.867.jpg,1,0.8673,Tag,117,8,521,463
image144.jpg,image144__det01__Tag_0.958.jpg,1,0.9583,Tag,98,0,528,455
image145.jpg,image145__det01__Tag_0.960.jpg,1,0.9604,Tag,118,26,582,529
image146.jpg,image146__det01__Tag_0.949.jpg,1,0.9493,Tag,106,157,482,548
image147.jpg,image147__det01__Tag_0.904.jpg,1,0.9042,Tag,116,228,490,614
image148.jpg,image148__det01__Tag_0.909.jpg,1,0.9089,Tag,65,206,510,640
image149.jpg,image149__det01__Tag_0.952.jpg,1,0.9516,Tag,128,212,566,640
image150.jpg,image150__det01__Tag_0.940.jpg,1,0.9397,Tag,59,220,496,640
image151.jpg,image151__det01__Tag_0.863.jpg,1,0.8630,Tag,161,221,480,557
image152.jpg,image152__det01__Tag_0.940.jpg,1,0.9403,Tag,153,130,506,500
image153.jpg,image153__det01__Tag_0.951.jpg,1,0.9508,Tag,83,131,528,610
image154.jpg,image154__det01__Tag_0.971.jpg,1,0.9713,Tag,92,0,536,463
image155.jpg,image155__det01__Tag_0.897.jpg,1,0.8974,Tag,160,143,505,496
image156.jpg,image156__det01__Tag_0.915.jpg,1,0.9151,Tag,48,114,427,518
image157.jpg,image157__det01__Tag_0.883.jpg,1,0.8832,Tag,179,131,548,526
image158.jpg,image158__det01__Tag_0.891.jpg,1,0.8909,Tag,193,235,472,530
image159.jpg,image159__det01__Tag_0.898.jpg,1,0.8982,Tag,185,134,469,432
image160.jpg,image160__det01__Tag_0.917.jpg,1,0.9169,Tag,188,247,467,543
image161.jpg,image161__det01__Tag_0.936.jpg,1,0.9363,Tag,219,144,511,448
image162.jpg,image162__det01__Tag_0.911.jpg,1,0.9114,Tag,84,117,433,482
image163.jpg,image163__det01__Tag_0.942.jpg,1,0.9416,Tag,109,5,526,443
image164.jpg,image164__det01__Tag_0.962.jpg,1,0.9616,Tag,100,146,523,594
image165.jpg,image165__det01__Tag_0.867.jpg,1,0.8669,Tag,126,139,454,489
image166.jpg,image166__det01__Tag_0.844.jpg,1,0.8441,Tag,132,196,427,506
image167.jpg,image167__det01__Tag_0.857.jpg,1,0.8567,Tag,110,243,424,562
image168.jpg,image168__det01__Tag_0.903.jpg,1,0.9030,Tag,90,93,477,499
image169.jpg,image169__det01__Tag_0.936.jpg,1,0.9356,Tag,161,93,551,520
image170.jpg,image170__det01__Tag_0.862.jpg,1,0.8620,Tag,81,103,480,528
image171.jpg,image171__det01__Tag_0.957.jpg,1,0.9568,Tag,104,17,536,491
image172.jpg,image172__det01__Tag_0.922.jpg,1,0.9224,Tag,127,24,498,428
image173.jpg,image173__det01__Tag_0.870.jpg,1,0.8704,Tag,144,214,450,533
image174.jpg,image174__det01__Tag_0.905.jpg,1,0.9047,Tag,170,207,444,496
image175.jpg,image175__det01__Tag_0.882.jpg,1,0.8821,Tag,146,184,432,493
image176.jpg,image176__det01__Tag_0.899.jpg,1,0.8987,Tag,149,113,449,425
image177.jpg,image177__det01__Tag_0.888.jpg,1,0.8881,Tag,80,117,372,432
image178.jpg,image178__det01__Tag_0.911.jpg,1,0.9107,Tag,228,115,542,438
image179.jpg,image179__det01__Tag_0.874.jpg,1,0.8743,Tag,271,103,571,420
image180.jpg,image180__det01__Tag_0.884.jpg,1,0.8845,Tag,171,6,480,326
image181.jpg,image181__det01__Tag_0.914.jpg,1,0.9142,Tag,129,153,433,469
image182.jpg,image182__det01__Tag_0.896.jpg,1,0.8962,Tag,222,148,493,430
image183.jpg,image183__det01__Tag_0.865.jpg,1,0.8654,Tag,116,117,392,409
image184.jpg,image184__det01__Tag_0.883.jpg,1,0.8833,Tag,141,36,426,336
image185.jpg,image185__det01__Tag_0.859.jpg,1,0.8593,Tag,170,261,477,590
image186.jpg,image186__det01__Tag_0.923.jpg,1,0.9229,Tag,125,66,486,451
image187.jpg,image187__det01__Tag_0.864.jpg,1,0.8639,Tag,133,88,460,433
image188.jpg,image188__det01__Tag_0.941.jpg,1,0.9406,Tag,43,2,508,490
image189.jpg,image189__det01__Tag_0.951.jpg,1,0.9505,Tag,71,0,565,464
image190.jpg,image190__det01__Tag_0.923.jpg,1,0.9233,Tag,127,99,482,472
image191.jpg,image191__det01__Tag_0.902.jpg,1,0.9023,Tag,197,102,527,451
image192.jpg,image192__det01__Tag_0.887.jpg,1,0.8872,Tag,129,105,481,468
image193.jpg,image193__det01__Tag_0.939.jpg,1,0.9392,Tag,70,0,499,393
image194.jpg,image194__det01__Tag_0.878.jpg,1,0.8781,Tag,128,88,444,416
image195.jpg,image195__det01__Tag_0.949.jpg,1,0.9485,Tag,37,4,584,523
image196.jpg,image196__det01__Tag_0.884.jpg,1,0.8838,Tag,182,132,544,510
image197.jpg,image197__det01__Tag_0.980.jpg,1,0.9798,Tag,68,0,507,422
image198.jpg,image198__det01__Tag_0.875.jpg,1,0.8750,Tag,97,150,418,484
image199.jpg,image199__det01__Tag_0.894.jpg,1,0.8941,Tag,103,49,415,371
image200.jpg,image200__det01__Tag_0.897.jpg,1,0.8971,Tag,120,315,429,636
image201.jpg,image201__det01__Tag_0.907.jpg,1,0.9073,Tag,128,156,475,524
image202.jpg,image202__det01__Tag_0.952.jpg,1,0.9518,Tag,54,41,488,510
image203.jpg,image203__det01__Tag_0.862.jpg,1,0.8625,Tag,135,132,437,465
image204.jpg,image204__det01__Tag_0.905.jpg,1,0.9049,Tag,165,50,479,383
image205.jpg,image205__det01__Tag_0.919.jpg,1,0.9188,Tag,124,195,461,557
image206.jpg,image206__det01__Tag_0.916.jpg,1,0.9156,Tag,211,191,553,557
image207.jpg,image207__det01__Tag_0.905.jpg,1,0.9047,Tag,51,170,398,536
image208.jpg,image208__det01__Tag_0.931.jpg,1,0.9308,Tag,125,2,493,384
image209.jpg,image209__det01__Tag_0.908.jpg,1,0.9077,Tag,114,36,483,418
image210.jpg,image210__det01__Tag_0.926.jpg,1,0.9262,Tag,51,3,472,442
image211.jpg,image211__det01__Tag_0.896.jpg,1,0.8957,Tag,149,189,477,532
image212.jpg,image212__det01__Tag_0.878.jpg,1,0.8779,Tag,211,76,582,461
image213.jpg,image213__det01__Tag_0.950.jpg,1,0.9503,Tag,205,13,581,406
image214.jpg,image214__det01__Tag_0.949.jpg,1,0.9489,Tag,166,6,557,410
image215.jpg,image215__det01__Tag_0.904.jpg,1,0.9041,Tag,190,80,485,386
image216.jpg,image216__det01__Tag_0.882.jpg,1,0.8816,Tag,201,72,494,373
image217.jpg,image217__det01__Tag_0.957.jpg,1,0.9572,Tag,135,0,566,433
image218.jpg,image218__det01__Tag_0.855.jpg,1,0.8553,Tag,171,0,547,337
image219.jpg,image219__det01__Tag_0.944.jpg,1,0.9436,Tag,170,5,557,404
image220.jpg,image220__det01__Tag_0.917.jpg,1,0.9170,Tag,134,4,541,428
image221.jpg,image221__det01__Tag_0.929.jpg,1,0.9289,Tag,187,39,509,380
image222.jpg,image222__det01__Tag_0.959.jpg,1,0.9590,Tag,152,13,520,400
image223.jpg,image223__det01__Tag_0.947.jpg,1,0.9470,Tag,178,0,571,388
image224.jpg,image224__det01__Tag_0.941.jpg,1,0.9405,Tag,43,2,510,485
image225.jpg,image225__det01__Tag_0.930.jpg,1,0.9302,Tag,68,41,484,478
image226.jpg,image226__det01__Tag_0.843.jpg,1,0.8432,Tag,183,214,485,529
image227.jpg,image227__det01__Tag_0.851.jpg,1,0.8508,Tag,207,186,522,505
image228.jpg,image228__det01__Tag_0.885.jpg,1,0.8852,Tag,104,165,430,495
image229.jpg,image229__det01__Tag_0.874.jpg,1,0.8743,Tag,80,98,430,452
image230.jpg,image230__det01__Tag_0.939.jpg,1,0.9391,Tag,78,55,479,470
image231.jpg,image231__det01__Tag_0.942.jpg,1,0.9423,Tag,152,31,556,448
image232.jpg,image232__det01__Tag_0.940.jpg,1,0.9405,Tag,142,0,533,395
image233.jpg,image233__det01__Tag_0.925.jpg,1,0.9248,Tag,144,66,508,452
image234.jpg,image234__det01__Tag_0.919.jpg,1,0.9191,Tag,176,59,562,464
image235.jpg,image235__det01__Tag_0.934.jpg,1,0.9345,Tag,134,10,524,414
image236.jpg,image236__det01__Tag_0.950.jpg,1,0.9503,Tag,180,28,566,425
image237.jpg,image237__det01__Tag_0.865.jpg,1,0.8648,Tag,63,81,435,458
image238.jpg,image238__det01__Tag_0.915.jpg,1,0.9148,Tag,197,44,587,447
image239.jpg,image239__det01__Tag_0.941.jpg,1,0.9413,Tag,175,0,584,414
image240.jpg,image240__det01__Tag_0.881.jpg,1,0.8809,Tag,133,105,405,398
image241.jpg,image241__det01__Tag_0.861.jpg,1,0.8606,Tag,223,82,571,453
image242.jpg,image242__det01__Tag_0.949.jpg,1,0.9494,Tag,79,131,531,615
image243.jpg,image243__det01__Tag_0.916.jpg,1,0.9158,Tag,116,103,521,528
image244.jpg,image244__det01__Tag_0.917.jpg,1,0.9172,Tag,113,29,518,453
image245.jpg,image245__det01__Tag_0.938.jpg,1,0.9379,Tag,164,129,570,550
image246.jpg,image246__det01__Tag_0.884.jpg,1,0.8841,Tag,198,225,505,548
image247.jpg,image247__det01__Tag_0.909.jpg,1,0.9093,Tag,63,62,382,400
image248.jpg,image248__det01__Tag_0.807.jpg,1,0.8066,Tag,54,211,399,567
image249.jpg,image249__det01__Tag_0.919.jpg,1,0.9189,Tag,228,17,588,398
image250.jpg,image250__det01__Tag_0.938.jpg,1,0.9379,Tag,218,227,576,602
image251.jpg,image251__det01__Tag_0.926.jpg,1,0.9255,Tag,164,140,551,541
image252.jpg,image252__det01__Tag_0.863.jpg,1,0.8632,Tag,163,149,453,458
image253.jpg,image253__det01__Tag_0.888.jpg,1,0.8882,Tag,165,125,453,431
image254.jpg,image254__det01__Tag_0.867.jpg,1,0.8667,Tag,154,145,510,525
image255.jpg,image255__det01__Tag_0.942.jpg,1,0.9419,Tag,67,162,431,532
image256.jpg,image256__det01__Tag_0.961.jpg,1,0.9607,Tag,197,0,618,419
image257.jpg,image257__det01__Tag_0.930.jpg,1,0.9299,Tag,77,126,507,563
image258.jpg,image258__det01__Tag_0.973.jpg,1,0.9731,Tag,54,169,508,640
image259.jpg,image259__det01__Tag_0.971.jpg,1,0.9711,Tag,128,136,581,619
image260.jpg,image260__det01__Tag_0.946.jpg,1,0.9457,Tag,46,33,511,522
image261.jpg,image261__det01__Tag_0.933.jpg,1,0.9331,Tag,164,104,561,523
image262.jpg,image262__det01__Tag_0.921.jpg,1,0.9206,Tag,157,48,528,439
image263.jpg,image263__det01__Tag_0.884.jpg,1,0.8840,Tag,160,121,511,489
image264.jpg,image264__det01__Tag_0.867.jpg,1,0.8666,Tag,188,152,491,467
image265.jpg,image265__det01__Tag_0.906.jpg,1,0.9062,Tag,190,78,493,396
image266.jpg,image266__det01__Tag_0.799.jpg,1,0.7993,Tag,220,289,569,640
image267.jpg,image267__det01__Tag_0.939.jpg,1,0.9387,Tag,79,252,450,640
image268.jpg,image268__det01__Tag_0.837.jpg,1,0.8370,Tag,187,212,528,568
image269.jpg,image269__det01__Tag_0.935.jpg,1,0.9355,Tag,77,11,517,483
image270.jpg,image270__det01__Tag_0.935.jpg,1,0.9353,Tag,139,61,505,460
image271.jpg,image271__det01__Tag_0.904.jpg,1,0.9041,Tag,193,96,526,437
image272.jpg,image272__det01__Tag_0.914.jpg,1,0.9139,Tag,188,27,525,376
image273.jpg,image273__det01__Tag_0.885.jpg,1,0.8852,Tag,53,101,401,484
image274.jpg,image274__det01__Tag_0.897.jpg,1,0.8968,Tag,55,135,419,515
image275.jpg,image275__det01__Tag_0.936.jpg,1,0.9362,Tag,74,11,435,388
image276.jpg,image276__det01__Tag_0.939.jpg,1,0.9395,Tag,38,221,441,640
image277.jpg,image277__det01__Tag_0.950.jpg,1,0.9501,Tag,162,209,576,640
image278.jpg,image278__det01__Tag_0.692.jpg,1,0.6920,Tag,202,216,431,451
