photo_filename,class_name,crop_filename,confidence,x1,y1,x2,y2
image22.jpg,LPN_bottom,crops\LPN_bottom\image22__LPN_bottom__01__0.704.jpg,0.7039,295,1929,659,2013
image22.jpg,LPN_right,crops\LPN_right\image22__LPN_right__01__0.632.jpg,0.6324,868,1200,1244,1278
image23.jpg,LPN_bottom,crops\LPN_bottom\image23__LPN_bottom__01__0.775.jpg,0.7745,71,405,160,425
image23.jpg,LPN_right,crops\LPN_right\image23__LPN_right__01__0.722.jpg,0.7222,213,226,300,246
image24.jpg,LPN_bottom,crops\LPN_bottom\image24__LPN_bottom__01__0.787.jpg,0.7867,32,203,73,214
image24.jpg,LPN_right,crops\LPN_right\image24__LPN_right__01__0.709.jpg,0.7087,96,117,138,127
image25.jpg,LPN_bottom,crops\LPN_bottom\image25__LPN_bottom__01__0.753.jpg,0.7535,63,404,132,421
image25.jpg,LPN_right,crops\LPN_right\image25__LPN_right__01__0.510.jpg,0.5098,155,244,233,262
image26.jpg,LPN_bottom,crops\LPN_bottom\image26__LPN_bottom__01__0.774.jpg,0.7735,54,348,125,365
image26.jpg,LPN_right,crops\LPN_right\image26__LPN_right__01__0.696.jpg,0.6964,168,206,235,221
image27.jpg,LPN_bottom,crops\LPN_bottom\image27__LPN_bottom__01__0.616.jpg,0.6161,40,283,98,297
image27.jpg,LPN_right,crops\LPN_right\image27__LPN_right__01__0.485.jpg,0.4846,131,166,189,179
image28.jpg,LPN_bottom,crops\LPN_bottom\image28__LPN_bottom__01__0.572.jpg,0.5724,42,279,95,294
image28.jpg,LPN_right,crops\LPN_right\image28__LPN_right__01__0.694.jpg,0.6941,123,166,177,179
image29.jpg,LPN_bottom,crops\LPN_bottom\image29__LPN_bottom__01__0.785.jpg,0.7853,51,322,115,337
image29.jpg,LPN_right,crops\LPN_right\image29__LPN_right__01__0.683.jpg,0.6826,157,188,221,201
image30.jpg,LPN_bottom,crops\LPN_bottom\image30__LPN_bottom__01__0.665.jpg,0.6652,30,198,72,208
image30.jpg,LPN_right,crops\LPN_right\image30__LPN_right__01__0.625.jpg,0.6247,97,118,137,127
image31.jpg,LPN_bottom,crops\LPN_bottom\image31__LPN_bottom__01__0.809.jpg,0.8090,35,240,95,255
image31.jpg,LPN_right,crops\LPN_right\image31__LPN_right__01__0.567.jpg,0.5669,133,131,185,144
image32.jpg,LPN_bottom,crops\LPN_bottom\image32__LPN_bottom__01__0.774.jpg,0.7740,43,287,102,301
image32.jpg,LPN_right,crops\LPN_right\image32__LPN_right__01__0.569.jpg,0.5690,139,169,195,182
image33.jpg,LPN_bottom,crops\LPN_bottom\image33__LPN_bottom__01__0.847.jpg,0.8467,223,1421,498,1485
image33.jpg,LPN_right,crops\LPN_right\image33__LPN_right__01__0.794.jpg,0.7936,675,843,938,902
image34.jpg,LPN_bottom,crops\LPN_bottom\image34__LPN_bottom__01__0.678.jpg,0.6779,33,197,74,207
image34.jpg,LPN_right,crops\LPN_right\image34__LPN_right__01__0.778.jpg,0.7779,97,115,135,124
image35.jpg,LPN_bottom,crops\LPN_bottom\image35__LPN_bottom__01__0.698.jpg,0.6982,43,275,106,292
image35.jpg,LPN_right,crops\LPN_right\image35__LPN_right__01__0.709.jpg,0.7093,142,154,199,166
image36.jpg,LPN_bottom,crops\LPN_bottom\image36__LPN_bottom__01__0.728.jpg,0.7282,54,382,138,404
image36.jpg,LPN_right,crops\LPN_right\image36__LPN_right__01__0.678.jpg,0.6783,188,220,265,237
image37.jpg,LPN_bottom,crops\LPN_bottom\image37__LPN_bottom__01__0.726.jpg,0.7256,43,258,98,271
image37.jpg,LPN_right,crops\LPN_right\image37__LPN_right__01__0.671.jpg,0.6705,129,149,182,161
image38.jpg,LPN_bottom,crops\LPN_bottom\image38__LPN_bottom__01__0.687.jpg,0.6870,41,285,103,299
image38.jpg,LPN_right,crops\LPN_right\image38__LPN_right__01__0.761.jpg,0.7612,139,167,197,180
image39.jpg,LPN_bottom,crops\LPN_bottom\image39__LPN_bottom__01__0.649.jpg,0.6487,64,401,143,420
image40.jpg,LPN_bottom,crops\LPN_bottom\image40__LPN_bottom__01__0.820.jpg,0.8205,57,352,129,369
image40.jpg,LPN_right,crops\LPN_right\image40__LPN_right__01__0.680.jpg,0.6800,172,204,241,221
image41.jpg,LPN_bottom,crops\LPN_bottom\image41__LPN_bottom__01__0.508.jpg,0.5079,51,327,114,344
image41.jpg,LPN_right,crops\LPN_right\image41__LPN_right__01__0.804.jpg,0.8042,153,192,219,207
image42.jpg,LPN_bottom,crops\LPN_bottom\image42__LPN_bottom__01__0.773.jpg,0.7732,50,335,119,351
image42.jpg,LPN_right,crops\LPN_right\image42__LPN_right__01__0.707.jpg,0.7071,164,198,231,213
image43.jpg,LPN_bottom,crops\LPN_bottom\image43__LPN_bottom__01__0.729.jpg,0.7292,57,358,132,376
image44.jpg,LPN_bottom,crops\LPN_bottom\image44__LPN_bottom__01__0.710.jpg,0.7101,252,1503,563,1575
image44.jpg,LPN_right,crops\LPN_right\image44__LPN_right__01__0.686.jpg,0.6860,751,876,1057,939
image45.jpg,LPN_right,crops\LPN_right\image45__LPN_right__01__0.670.jpg,0.6699,194,222,269,238
image46.jpg,LPN_bottom,crops\LPN_bottom\image46__LPN_bottom__01__0.604.jpg,0.6037,264,1534,562,1602
image46.jpg,LPN_right,crops\LPN_right\image46__LPN_right__01__0.679.jpg,0.6791,733,889,1033,950
image47.jpg,LPN_bottom,crops\LPN_bottom\image47__LPN_bottom__01__0.645.jpg,0.6453,332,1872,701,1958
image47.jpg,LPN_right,crops\LPN_right\image47__LPN_right__01__0.731.jpg,0.7306,923,1097,1277,1175
image48.jpg,LPN_bottom,crops\LPN_bottom\image48__LPN_bottom__01__0.626.jpg,0.6257,254,1568,565,1639
image48.jpg,LPN_right,crops\LPN_right\image48__LPN_right__01__0.755.jpg,0.7546,750,922,1058,989
image49.jpg,LPN_bottom,crops\LPN_bottom\image49__LPN_bottom__01__0.764.jpg,0.7636,291,1784,646,1865
image49.jpg,LPN_right,crops\LPN_right\image49__LPN_right__01__0.623.jpg,0.6227,856,1056,1197,1137
image50.jpg,LPN_bottom,crops\LPN_bottom\image50__LPN_bottom__01__0.795.jpg,0.7948,301,1946,676,2038
image50.jpg,LPN_right,crops\LPN_right\image50__LPN_right__01__0.786.jpg,0.7861,911,1142,1290,1227
